county, state, country, county_full
"Dearborn","IN","US","Dearborn County"
"Decatur","GA","US","Decatur County"
"Decatur","IA","US","Decatur County"
"Decatur","IN","US","Decatur County"
"Decatur","KS","US","Decatur County"
"Decatur","TN","US","Decatur County"
"Deer Lodge","MT","US","Deer Lodge County"
"Defiance","OH","US","Defiance County"
"DeKalb","AL","US","DeKalb County"
"DeKalb","GA","US","DeKalb County"
"DeKalb","IL","US","DeKalb County"
"DeKalb","IN","US","DeKalb County"
"DeKalb","MO","US","DeKalb County"
"DeKalb","TN","US","DeKalb County"
"Del Norte","CA","US","Del Norte County"
"Delaware","IA","US","Delaware County"
"Delaware","IN","US","Delaware County"
"Delaware","NY","US","Delaware County"
"Delaware","OH","US","Delaware County"
"Delaware","OK","US","Delaware County"
"Delaware","PA","US","Delaware County"
"Delta","CO","US","Delta County"
"Delta","MI","US","Delta County"
"Delta","TX","US","Delta County"
"Denali","AK","US","Denali Borough"
"Dent","MO","US","Dent County"
"Denton","TX","US","Denton County"
"Denver","CO","US","Denver County"
"Des Moines","IA","US","Des Moines County"
"Deschutes","OR","US","Deschutes County"
"Desha","AR","US","Desha County"
"DeSoto","FL","US","DeSoto County"
"DeSoto","MS","US","DeSoto County"
"Deuel","NE","US","Deuel County"
"Deuel","SD","US","Deuel County"
"Dewey","OK","US","Dewey County"
"Dewey","SD","US","Dewey County"
"DeWitt","TX","US","DeWitt County"
"Dickens","TX","US","Dickens County"
"Dickenson","VA","US","Dickenson County"
"Dickey","ND","US","Dickey County"
"Dickinson","IA","US","Dickinson County"
"Dickinson","KS","US","Dickinson County"
"Dickinson","MI","US","Dickinson County"
"Dickson","TN","US","Dickson County"
"Dillingham","AK","US","Dillingham Census Area"
"Dillon","SC","US","Dillon County"
"Dimmit","TX","US","Dimmit County"
"Dinwiddie","VA","US","Dinwiddie County"
"District of Columbia","DC","US","District of Columbia"
"Divide","ND","US","Divide County"
"Dixie","FL","US","Dixie County"
"Dixon","NE","US","Dixon County"
"Doddridge","WV","US","Doddridge County"
"Dodge","GA","US","Dodge County"
"Dodge","MN","US","Dodge County"
"Dodge","NE","US","Dodge County"
"Dodge","WI","US","Dodge County"
"Dolores","CO","US","Dolores County"
"Doña Ana","NM","US","Doña Ana County"
"Doniphan","KS","US","Doniphan County"
"Donley","TX","US","Donley County"
"Dooly","GA","US","Dooly County"
"Door","WI","US","Door County"
"Dorado","PR","US","Dorado Municipio"
"Dorchester","MD","US","Dorchester County"
"Dorchester","SC","US","Dorchester County"
"Dougherty","GA","US","Dougherty County"
"Douglas","CO","US","Douglas County"
"Douglas","GA","US","Douglas County"
"Douglas","IL","US","Douglas County"
"Douglas","KS","US","Douglas County"
"Douglas","MN","US","Douglas County"
"Douglas","MO","US","Douglas County"
"Douglas","NE","US","Douglas County"
"Douglas","NV","US","Douglas County"
"Douglas","OR","US","Douglas County"
"Douglas","SD","US","Douglas County"
"Douglas","WA","US","Douglas County"
"Douglas","WI","US","Douglas County"
"Drew","AR","US","Drew County"
"Dubois","IN","US","Dubois County"
"Dubuque","IA","US","Dubuque County"
"Duchesne","UT","US","Duchesne County"
"Dukes","MA","US","Dukes County"
"Dundy","NE","US","Dundy County"
"Dunklin","MO","US","Dunklin County"
"Dunn","ND","US","Dunn County"
"Dunn","WI","US","Dunn County"
"DuPage","IL","US","DuPage County"
"Duplin","NC","US","Duplin County"
"Durham","NC","US","Durham County"
"Dutchess","NY","US","Dutchess County"
"Duval","FL","US","Duval County"
"Duval","TX","US","Duval County"
"Dyer","TN","US","Dyer County"
"Eagle","CO","US","Eagle County"
"Early","GA","US","Early County"
"East Baton Rouge","LA","US","East Baton Rouge Parish"
"East Carroll","LA","US","East Carroll Parish"
"East Feliciana","LA","US","East Feliciana Parish"
"Eastern","AS","US","Eastern District"
"Eastland","TX","US","Eastland County"
"Eaton","MI","US","Eaton County"
"Eau Claire","WI","US","Eau Claire County"
"Echols","GA","US","Echols County"
"Ector","TX","US","Ector County"
"Eddy","ND","US","Eddy County"
"Eddy","NM","US","Eddy County"
"Edgar","IL","US","Edgar County"
"Edgecombe","NC","US","Edgecombe County"
"Edgefield","SC","US","Edgefield County"
"Edmonson","KY","US","Edmonson County"
"Edmunds","SD","US","Edmunds County"
"Edwards","IL","US","Edwards County"
"Edwards","KS","US","Edwards County"
"Edwards","TX","US","Edwards County"
"Effingham","GA","US","Effingham County"
"Effingham","IL","US","Effingham County"
"El Dorado","CA","US","El Dorado County"
"El Paso","CO","US","El Paso County"
"El Paso","TX","US","El Paso County"
"Elbert","CO","US","Elbert County"
"Elbert","GA","US","Elbert County"
"Elk","KS","US","Elk County"
"Elk","PA","US","Elk County"
"Elkhart","IN","US","Elkhart County"
"Elko","NV","US","Elko County"
"Elliott","KY","US","Elliott County"
"Ellis","KS","US","Ellis County"
"Ellis","OK","US","Ellis County"
"Ellis","TX","US","Ellis County"
"Ellsworth","KS","US","Ellsworth County"
"Elmore","AL","US","Elmore County"
"Elmore","ID","US","Elmore County"
"Emanuel","GA","US","Emanuel County"
"Emery","UT","US","Emery County"
"Emmet","IA","US","Emmet County"
"Emmet","MI","US","Emmet County"
"Emmons","ND","US","Emmons County"
"Emporia","VA","US","Emporia city"
"Erath","TX","US","Erath County"
"Erie","NY","US","Erie County"
"Erie","OH","US","Erie County"
"Erie","PA","US","Erie County"
"Escambia","AL","US","Escambia County"
"Escambia","FL","US","Escambia County"
"Esmeralda","NV","US","Esmeralda County"
"Essex","MA","US","Essex County"
"Essex","NJ","US","Essex County"
"Essex","NY","US","Essex County"
"Essex","VA","US","Essex County"
"Essex","VT","US","Essex County"
"Estill","KY","US","Estill County"
"Etowah","AL","US","Etowah County"
"Eureka","NV","US","Eureka County"
"Evangeline","LA","US","Evangeline Parish"
"Evans","GA","US","Evans County"
"Fairbanks North Star","AK","US","Fairbanks North Star Borough"
"Fairfax","VA","US","Fairfax city"
"Fairfax","VA","US","Fairfax County"
"Fairfield","CT","US","Fairfield County"
"Fairfield","OH","US","Fairfield County"
"Fairfield","SC","US","Fairfield County"
"Fajardo","PR","US","Fajardo Municipio"
"Fall River","SD","US","Fall River County"
"Fallon","MT","US","Fallon County"
"Falls","TX","US","Falls County"
"Falls Church","VA","US","Falls Church city"
"Fannin","GA","US","Fannin County"
"Fannin","TX","US","Fannin County"
"Faribault","MN","US","Faribault County"
"Faulk","SD","US","Faulk County"
"Faulkner","AR","US","Faulkner County"
"Fauquier","VA","US","Fauquier County"
"Fayette","AL","US","Fayette County"
"Fayette","GA","US","Fayette County"
"Fayette","IA","US","Fayette County"
"Fayette","IL","US","Fayette County"
"Fayette","IN","US","Fayette County"
"Fayette","KY","US","Fayette County"
"Fayette","OH","US","Fayette County"
"Fayette","PA","US","Fayette County"
"Fayette","TN","US","Fayette County"
"Fayette","TX","US","Fayette County"
"Fayette","WV","US","Fayette County"
"Fentress","TN","US","Fentress County"
"Fergus","MT","US","Fergus County"
"Ferry","WA","US","Ferry County"
"Fillmore","MN","US","Fillmore County"
"Fillmore","NE","US","Fillmore County"
"Finney","KS","US","Finney County"
"Fisher","TX","US","Fisher County"
"Flagler","FL","US","Flagler County"
"Flathead","MT","US","Flathead County"
"Fleming","KY","US","Fleming County"
"Florence","SC","US","Florence County"
"Florence","WI","US","Florence County"
"Florida","PR","US","Florida Municipio"
"Floyd","GA","US","Floyd County"
"Floyd","IA","US","Floyd County"
"Floyd","IN","US","Floyd County"
"Floyd","KY","US","Floyd County"
"Floyd","TX","US","Floyd County"
"Floyd","VA","US","Floyd County"
"Fluvanna","VA","US","Fluvanna County"
"Foard","TX","US","Foard County"
"Fond du Lac","WI","US","Fond du Lac County"
"Ford","IL","US","Ford County"
"Ford","KS","US","Ford County"
"Forest","PA","US","Forest County"
"Forest","WI","US","Forest County"
"Forrest","MS","US","Forrest County"
"Forsyth","GA","US","Forsyth County"
"Forsyth","NC","US","Forsyth County"
"Fort Bend","TX","US","Fort Bend County"
"Foster","ND","US","Foster County"
"Fountain","IN","US","Fountain County"
"Franklin","AL","US","Franklin County"
"Franklin","AR","US","Franklin County"
"Franklin","FL","US","Franklin County"
"Franklin","GA","US","Franklin County"
"Franklin","IA","US","Franklin County"
"Franklin","ID","US","Franklin County"
"Franklin","IL","US","Franklin County"
"Franklin","IN","US","Franklin County"
"Franklin","KS","US","Franklin County"
"Franklin","KY","US","Franklin County"
"Franklin","LA","US","Franklin Parish"
"Franklin","MA","US","Franklin County"
"Franklin","ME","US","Franklin County"
"Franklin","MO","US","Franklin County"
"Franklin","MS","US","Franklin County"
"Franklin","NC","US","Franklin County"
"Franklin","NE","US","Franklin County"
"Franklin","NY","US","Franklin County"
"Franklin","OH","US","Franklin County"
"Franklin","PA","US","Franklin County"
"Franklin","TN","US","Franklin County"
"Franklin","TX","US","Franklin County"
"Franklin","VA","US","Franklin city"
"Franklin","VA","US","Franklin County"
"Franklin","VT","US","Franklin County"
"Franklin","WA","US","Franklin County"
"Frederick","MD","US","Frederick County"
"Frederick","VA","US","Frederick County"
"Fredericksburg","VA","US","Fredericksburg city"
"Freeborn","MN","US","Freeborn County"
"Freestone","TX","US","Freestone County"
"Fremont","CO","US","Fremont County"
"Fremont","IA","US","Fremont County"
"Fremont","ID","US","Fremont County"
"Fremont","WY","US","Fremont County"
"Fresno","CA","US","Fresno County"
"Frio","TX","US","Frio County"
"Frontier","NE","US","Frontier County"
"Fulton","AR","US","Fulton County"
"Fulton","GA","US","Fulton County"
"Fulton","IL","US","Fulton County"
"Fulton","IN","US","Fulton County"
"Fulton","KY","US","Fulton County"
"Fulton","NY","US","Fulton County"
"Fulton","OH","US","Fulton County"
"Fulton","PA","US","Fulton County"
"Furnas","NE","US","Furnas County"
"Gadsden","FL","US","Gadsden County"
"Gage","NE","US","Gage County"
"Gaines","TX","US","Gaines County"
"Galax","VA","US","Galax city"
"Gallatin","IL","US","Gallatin County"
"Gallatin","KY","US","Gallatin County"
"Gallatin","MT","US","Gallatin County"
"Gallia","OH","US","Gallia County"
"Galveston","TX","US","Galveston County"
"Garden","NE","US","Garden County"
"Garfield","CO","US","Garfield County"
"Garfield","MT","US","Garfield County"
"Garfield","NE","US","Garfield County"
"Garfield","OK","US","Garfield County"
"Garfield","UT","US","Garfield County"
"Garfield","WA","US","Garfield County"
"Garland","AR","US","Garland County"
"Garrard","KY","US","Garrard County"
"Garrett","MD","US","Garrett County"
"Garvin","OK","US","Garvin County"
"Garza","TX","US","Garza County"
"Gasconade","MO","US","Gasconade County"
"Gaston","NC","US","Gaston County"
"Gates","NC","US","Gates County"
"Geary","KS","US","Geary County"
"Geauga","OH","US","Geauga County"
"Gem","ID","US","Gem County"
"Genesee","MI","US","Genesee County"
"Genesee","NY","US","Genesee County"
"Geneva","AL","US","Geneva County"
"Gentry","MO","US","Gentry County"
"George","MS","US","George County"
"Georgetown","SC","US","Georgetown County"
"Gibson","IN","US","Gibson County"
"Gibson","TN","US","Gibson County"
"Gila","AZ","US","Gila County"
"Gilchrist","FL","US","Gilchrist County"
"Giles","TN","US","Giles County"
"Giles","VA","US","Giles County"
"Gillespie","TX","US","Gillespie County"
"Gilliam","OR","US","Gilliam County"
"Gilmer","GA","US","Gilmer County"
"Gilmer","WV","US","Gilmer County"
"Gilpin","CO","US","Gilpin County"
"Glacier","MT","US","Glacier County"
"Glades","FL","US","Glades County"
"Gladwin","MI","US","Gladwin County"
"Glascock","GA","US","Glascock County"
"Glasscock","TX","US","Glasscock County"
"Glenn","CA","US","Glenn County"
"Gloucester","NJ","US","Gloucester County"
"Gloucester","VA","US","Gloucester County"
"Glynn","GA","US","Glynn County"
"Gogebic","MI","US","Gogebic County"
"Golden Valley","MT","US","Golden Valley County"
"Golden Valley","ND","US","Golden Valley County"
"Goliad","TX","US","Goliad County"
"Gonzales","TX","US","Gonzales County"
"Goochland","VA","US","Goochland County"
"Goodhue","MN","US","Goodhue County"
"Gooding","ID","US","Gooding County"
"Gordon","GA","US","Gordon County"
"Goshen","WY","US","Goshen County"
"Gosper","NE","US","Gosper County"
"Gove","KS","US","Gove County"
"Grady","GA","US","Grady County"
"Grady","OK","US","Grady County"
"Grafton","NH","US","Grafton County"
"Graham","AZ","US","Graham County"
"Graham","KS","US","Graham County"
"Graham","NC","US","Graham County"
"Grainger","TN","US","Grainger County"
"Grand","CO","US","Grand County"
"Grand","UT","US","Grand County"
"Grand Forks","ND","US","Grand Forks County"
"Grand Isle","VT","US","Grand Isle County"
"Grand Traverse","MI","US","Grand Traverse County"
"Granite","MT","US","Granite County"
"Grant","AR","US","Grant County"
"Grant","IN","US","Grant County"
"Grant","KS","US","Grant County"
"Grant","KY","US","Grant County"
"Grant","LA","US","Grant Parish"
"Grant","MN","US","Grant County"
"Grant","ND","US","Grant County"
"Grant","NE","US","Grant County"
"Grant","NM","US","Grant County"
"Grant","OK","US","Grant County"
"Grant","OR","US","Grant County"
"Grant","SD","US","Grant County"
"Grant","WA","US","Grant County"
"Grant","WI","US","Grant County"
"Grant","WV","US","Grant County"
"Granville","NC","US","Granville County"
"Gratiot","MI","US","Gratiot County"
"Graves","KY","US","Graves County"
"Gray","KS","US","Gray County"
"Gray","TX","US","Gray County"
"Grays Harbor","WA","US","Grays Harbor County"
"Grayson","KY","US","Grayson County"
"Grayson","TX","US","Grayson County"
"Grayson","VA","US","Grayson County"
"Greeley","KS","US","Greeley County"
"Greeley","NE","US","Greeley County"
"Green","KY","US","Green County"
"Green","WI","US","Green County"
"Green Lake","WI","US","Green Lake County"
"Greenbrier","WV","US","Greenbrier County"
"Greene","AL","US","Greene County"
"Greene","AR","US","Greene County"
"Greene","GA","US","Greene County"
"Greene","IA","US","Greene County"
"Greene","IL","US","Greene County"
"Greene","IN","US","Greene County"
"Greene","MO","US","Greene County"
"Greene","MS","US","Greene County"
"Greene","NC","US","Greene County"
"Greene","NY","US","Greene County"
"Greene","OH","US","Greene County"
"Greene","PA","US","Greene County"
"Greene","TN","US","Greene County"
"Greene","VA","US","Greene County"
"Greenlee","AZ","US","Greenlee County"
"Greensville","VA","US","Greensville County"
"Greenup","KY","US","Greenup County"
"Greenville","SC","US","Greenville County"
"Greenwood","KS","US","Greenwood County"
"Greenwood","SC","US","Greenwood County"
"Greer","OK","US","Greer County"
"Gregg","TX","US","Gregg County"
"Gregory","SD","US","Gregory County"
"Grenada","MS","US","Grenada County"
"Griggs","ND","US","Griggs County"
"Grimes","TX","US","Grimes County"
"Grundy","IA","US","Grundy County"
"Grundy","IL","US","Grundy County"
"Grundy","MO","US","Grundy County"
"Grundy","TN","US","Grundy County"
"Guadalupe","NM","US","Guadalupe County"
"Guadalupe","TX","US","Guadalupe County"
"Guam","GU","US","Guam"
"Guánica","PR","US","Guánica Municipio"
"Guayama","PR","US","Guayama Municipio"
"Guayanilla","PR","US","Guayanilla Municipio"
"Guaynabo","PR","US","Guaynabo Municipio"
"Guernsey","OH","US","Guernsey County"
"Guilford","NC","US","Guilford County"
"Gulf","FL","US","Gulf County"
"Gunnison","CO","US","Gunnison County"
"Gurabo","PR","US","Gurabo Municipio"
"Guthrie","IA","US","Guthrie County"
"Gwinnett","GA","US","Gwinnett County"
"Haakon","SD","US","Haakon County"
"Habersham","GA","US","Habersham County"
"Haines","AK","US","Haines Borough"
"Hale","AL","US","Hale County"
"Hale","TX","US","Hale County"
"Halifax","NC","US","Halifax County"
"Halifax","VA","US","Halifax County"
"Hall","GA","US","Hall County"
"Hall","NE","US","Hall County"
"Hall","TX","US","Hall County"
"Hamblen","TN","US","Hamblen County"
"Hamilton","FL","US","Hamilton County"
"Hamilton","IA","US","Hamilton County"
"Hamilton","IL","US","Hamilton County"
"Hamilton","IN","US","Hamilton County"
"Hamilton","KS","US","Hamilton County"
"Hamilton","NE","US","Hamilton County"
"Hamilton","NY","US","Hamilton County"
"Hamilton","OH","US","Hamilton County"
"Hamilton","TN","US","Hamilton County"
"Hamilton","TX","US","Hamilton County"
"Hamlin","SD","US","Hamlin County"
"Hampden","MA","US","Hampden County"
"Hampshire","MA","US","Hampshire County"
"Hampshire","WV","US","Hampshire County"
"Hampton","SC","US","Hampton County"
"Hampton","VA","US","Hampton city"
"Hancock","GA","US","Hancock County"
"Hancock","IA","US","Hancock County"
"Hancock","IL","US","Hancock County"
"Hancock","IN","US","Hancock County"
"Hancock","KY","US","Hancock County"
"Hancock","ME","US","Hancock County"
"Hancock","MS","US","Hancock County"
"Hancock","OH","US","Hancock County"
"Hancock","TN","US","Hancock County"
"Hancock","WV","US","Hancock County"
"Hand","SD","US","Hand County"
"Hanover","VA","US","Hanover County"
"Hansford","TX","US","Hansford County"
"Hanson","SD","US","Hanson County"
"Haralson","GA","US","Haralson County"
"Hardee","FL","US","Hardee County"
"Hardeman","TN","US","Hardeman County"
"Hardeman","TX","US","Hardeman County"
"Hardin","IA","US","Hardin County"
"Hardin","IL","US","Hardin County"
"Hardin","KY","US","Hardin County"
"Hardin","OH","US","Hardin County"
"Hardin","TN","US","Hardin County"
"Hardin","TX","US","Hardin County"
"Harding","NM","US","Harding County"
"Harding","SD","US","Harding County"
"Hardy","WV","US","Hardy County"
"Harford","MD","US","Harford County"
"Harlan","KY","US","Harlan County"
"Harlan","NE","US","Harlan County"
"Harmon","OK","US","Harmon County"
"Harnett","NC","US","Harnett County"
"Harney","OR","US","Harney County"
"Harper","KS","US","Harper County"
"Harper","OK","US","Harper County"
"Harris","GA","US","Harris County"
"Harris","TX","US","Harris County"
"Harrison","IA","US","Harrison County"
"Harrison","IN","US","Harrison County"
"Harrison","KY","US","Harrison County"
"Harrison","MO","US","Harrison County"
"Harrison","MS","US","Harrison County"
"Harrison","OH","US","Harrison County"
"Harrison","TX","US","Harrison County"
"Harrison","WV","US","Harrison County"
"Harrisonburg","VA","US","Harrisonburg city"
"Hart","GA","US","Hart County"
"Hart","KY","US","Hart County"
"Hartford","CT","US","Hartford County"
"Hartley","TX","US","Hartley County"
"Harvey","KS","US","Harvey County"
"Haskell","KS","US","Haskell County"
"Haskell","OK","US","Haskell County"
"Haskell","TX","US","Haskell County"
"Hatillo","PR","US","Hatillo Municipio"
"Hawaii","HI","US","Hawaii County"
"Hawkins","TN","US","Hawkins County"
"Hayes","NE","US","Hayes County"
"Hays","TX","US","Hays County"
"Haywood","NC","US","Haywood County"
"Haywood","TN","US","Haywood County"
"Heard","GA","US","Heard County"
"Hemphill","TX","US","Hemphill County"
"Hempstead","AR","US","Hempstead County"
"Henderson","IL","US","Henderson County"
"Henderson","KY","US","Henderson County"
"Henderson","NC","US","Henderson County"
"Henderson","TN","US","Henderson County"
"Henderson","TX","US","Henderson County"
"Hendricks","IN","US","Hendricks County"
"Hendry","FL","US","Hendry County"
"Hennepin","MN","US","Hennepin County"
"Henrico","VA","US","Henrico County"
"Henry","AL","US","Henry County"
"Henry","GA","US","Henry County"
"Henry","IA","US","Henry County"
"Henry","IL","US","Henry County"
"Henry","IN","US","Henry County"
"Henry","KY","US","Henry County"
"Henry","MO","US","Henry County"
"Henry","OH","US","Henry County"
"Henry","TN","US","Henry County"
"Henry","VA","US","Henry County"
"Herkimer","NY","US","Herkimer County"
"Hernando","FL","US","Hernando County"
"Hertford","NC","US","Hertford County"
"Hettinger","ND","US","Hettinger County"
"Hickman","KY","US","Hickman County"
"Hickman","TN","US","Hickman County"
"Hickory","MO","US","Hickory County"
"Hidalgo","NM","US","Hidalgo County"
"Hidalgo","TX","US","Hidalgo County"
"Highland","OH","US","Highland County"
"Highland","VA","US","Highland County"
"Highlands","FL","US","Highlands County"
"Hill","MT","US","Hill County"
"Hill","TX","US","Hill County"
"Hillsborough","FL","US","Hillsborough County"
"Hillsborough","NH","US","Hillsborough County"
"Hillsdale","MI","US","Hillsdale County"
"Hinds","MS","US","Hinds County"
"Hinsdale","CO","US","Hinsdale County"
"Hitchcock","NE","US","Hitchcock County"
"Hocking","OH","US","Hocking County"
"Hockley","TX","US","Hockley County"
"Hodgeman","KS","US","Hodgeman County"
"Hoke","NC","US","Hoke County"
"Holmes","FL","US","Holmes County"
"Holmes","MS","US","Holmes County"
"Holmes","OH","US","Holmes County"
"Holt","MO","US","Holt County"
"Holt","NE","US","Holt County"
"Honolulu","HI","US","Honolulu County"
"Hood","TX","US","Hood County"
"Hood River","OR","US","Hood River County"
"Hooker","NE","US","Hooker County"
"Hoonah-Angoon","AK","US","Hoonah-Angoon Census Area"
"Hopewell","VA","US","Hopewell city"
"Hopkins","KY","US","Hopkins County"
"Hopkins","TX","US","Hopkins County"
"Hormigueros","PR","US","Hormigueros Municipio"
"Horry","SC","US","Horry County"
"Hot Spring","AR","US","Hot Spring County"
"Hot Springs","WY","US","Hot Springs County"
"Houghton","MI","US","Houghton County"
"Houston","AL","US","Houston County"
"Houston","GA","US","Houston County"
"Houston","MN","US","Houston County"
"Houston","TN","US","Houston County"
"Houston","TX","US","Houston County"
"Howard","AR","US","Howard County"
"Howard","IA","US","Howard County"
"Howard","IN","US","Howard County"
"Howard","MD","US","Howard County"
"Howard","MO","US","Howard County"
"Howard","NE","US","Howard County"
"Howard","TX","US","Howard County"
"Howell","MO","US","Howell County"
"Hubbard","MN","US","Hubbard County"
"Hudson","NJ","US","Hudson County"
"Hudspeth","TX","US","Hudspeth County"
"Huerfano","CO","US","Huerfano County"
"Hughes","OK","US","Hughes County"
"Hughes","SD","US","Hughes County"
"Humacao","PR","US","Humacao Municipio"
"Humboldt","CA","US","Humboldt County"
"Humboldt","IA","US","Humboldt County"
"Humboldt","NV","US","Humboldt County"
"Humphreys","MS","US","Humphreys County"
"Humphreys","TN","US","Humphreys County"
"Hunt","TX","US","Hunt County"
"Hunterdon","NJ","US","Hunterdon County"
"Huntingdon","PA","US","Huntingdon County"
"Huntington","IN","US","Huntington County"
"Huron","MI","US","Huron County"
"Huron","OH","US","Huron County"
"Hutchinson","SD","US","Hutchinson County"
"Hutchinson","TX","US","Hutchinson County"
"Hyde","NC","US","Hyde County"
"Hyde","SD","US","Hyde County"
"Iberia","LA","US","Iberia Parish"
"Iberville","LA","US","Iberville Parish"
"Ida","IA","US","Ida County"
"Idaho","ID","US","Idaho County"
"Imperial","CA","US","Imperial County"
"Independence","AR","US","Independence County"
"Indian River","FL","US","Indian River County"
"Indiana","PA","US","Indiana County"
"Ingham","MI","US","Ingham County"
"Inyo","CA","US","Inyo County"
"Ionia","MI","US","Ionia County"
"Iosco","MI","US","Iosco County"
"Iowa","IA","US","Iowa County"
"Iowa","WI","US","Iowa County"
"Iredell","NC","US","Iredell County"
"Irion","TX","US","Irion County"
"Iron","MI","US","Iron County"
"Iron","MO","US","Iron County"
"Iron","UT","US","Iron County"
"Iron","WI","US","Iron County"
"Iroquois","IL","US","Iroquois County"
"Irwin","GA","US","Irwin County"
"Isabela","PR","US","Isabela Municipio"
"Isabella","MI","US","Isabella County"
"Isanti","MN","US","Isanti County"
"Island","WA","US","Island County"
"Isle of Wight","VA","US","Isle of Wight County"
"Issaquena","MS","US","Issaquena County"
"Itasca","MN","US","Itasca County"
"Itawamba","MS","US","Itawamba County"
"Izard","AR","US","Izard County"
"Jack","TX","US","Jack County"
"Jackson","AL","US","Jackson County"
"Jackson","AR","US","Jackson County"
"Jackson","CO","US","Jackson County"
"Jackson","FL","US","Jackson County"
"Jackson","GA","US","Jackson County"
"Jackson","IA","US","Jackson County"
"Jackson","IL","US","Jackson County"
"Jackson","IN","US","Jackson County"
"Jackson","KS","US","Jackson County"
"Jackson","KY","US","Jackson County"
"Jackson","LA","US","Jackson Parish"
"Jackson","MI","US","Jackson County"
"Jackson","MN","US","Jackson County"
"Jackson","MO","US","Jackson County"
"Jackson","MS","US","Jackson County"
"Jackson","NC","US","Jackson County"
"Jackson","OH","US","Jackson County"
"Jackson","OK","US","Jackson County"
"Jackson","OR","US","Jackson County"
"Jackson","SD","US","Jackson County"
"Jackson","TN","US","Jackson County"
"Jackson","TX","US","Jackson County"
"Jackson","WI","US","Jackson County"
"Jackson","WV","US","Jackson County"
"James City","VA","US","James City County"
"Jasper","GA","US","Jasper County"
"Jasper","IA","US","Jasper County"
"Jasper","IL","US","Jasper County"
"Jasper","IN","US","Jasper County"
"Jasper","MO","US","Jasper County"
"Jasper","MS","US","Jasper County"
"Jasper","SC","US","Jasper County"
"Jasper","TX","US","Jasper County"
"Jay","IN","US","Jay County"
"Jayuya","PR","US","Jayuya Municipio"
"Jeff Davis","GA","US","Jeff Davis County"
"Jeff Davis","TX","US","Jeff Davis County"
"Jefferson","AL","US","Jefferson County"
"Jefferson","AR","US","Jefferson County"
"Jefferson","CO","US","Jefferson County"
"Jefferson","FL","US","Jefferson County"
"Jefferson","GA","US","Jefferson County"
"Jefferson","IA","US","Jefferson County"
"Jefferson","ID","US","Jefferson County"
"Jefferson","IL","US","Jefferson County"
"Jefferson","IN","US","Jefferson County"
"Jefferson","KS","US","Jefferson County"
"Jefferson","KY","US","Jefferson County"
"Jefferson","LA","US","Jefferson Parish"
"Jefferson","MO","US","Jefferson County"
"Jefferson","MS","US","Jefferson County"
"Jefferson","MT","US","Jefferson County"
"Jefferson","NE","US","Jefferson County"
"Jefferson","NY","US","Jefferson County"
"Jefferson","OH","US","Jefferson County"
"Jefferson","OK","US","Jefferson County"
"Jefferson","OR","US","Jefferson County"
"Jefferson","PA","US","Jefferson County"
"Jefferson","TN","US","Jefferson County"
"Jefferson","TX","US","Jefferson County"
"Jefferson","WA","US","Jefferson County"
"Jefferson","WI","US","Jefferson County"
"Jefferson","WV","US","Jefferson County"
"Jefferson Davis","LA","US","Jefferson Davis Parish"
"Jefferson Davis","MS","US","Jefferson Davis County"
"Jenkins","GA","US","Jenkins County"
"Jennings","IN","US","Jennings County"
"Jerauld","SD","US","Jerauld County"
"Jerome","ID","US","Jerome County"
"Jersey","IL","US","Jersey County"
"Jessamine","KY","US","Jessamine County"
"Jewell","KS","US","Jewell County"
"Jim Hogg","TX","US","Jim Hogg County"
"Jim Wells","TX","US","Jim Wells County"
"Jo Daviess","IL","US","Jo Daviess County"
"Johnson","AR","US","Johnson County"
"Johnson","GA","US","Johnson County"
"Johnson","IA","US","Johnson County"
"Johnson","IL","US","Johnson County"
"Johnson","IN","US","Johnson County"
"Johnson","KS","US","Johnson County"
"Johnson","KY","US","Johnson County"
"Johnson","MO","US","Johnson County"
"Johnson","NE","US","Johnson County"
"Johnson","TN","US","Johnson County"
"Johnson","TX","US","Johnson County"
"Johnson","WY","US","Johnson County"
"Johnston","NC","US","Johnston County"
"Johnston","OK","US","Johnston County"
"Jones","GA","US","Jones County"
"Jones","IA","US","Jones County"
"Jones","MS","US","Jones County"
"Jones","NC","US","Jones County"
"Jones","SD","US","Jones County"
"Jones","TX","US","Jones County"
"Josephine","OR","US","Josephine County"
"Juab","UT","US","Juab County"
"Juana Díaz","PR","US","Juana Díaz Municipio"
"Judith Basin","MT","US","Judith Basin County"
"Juncos","PR","US","Juncos Municipio"
"Juneau","AK","US","Juneau City and Borough"
"Juneau","WI","US","Juneau County"
"Juniata","PA","US","Juniata County"
"Kalamazoo","MI","US","Kalamazoo County"
"Kalawao","HI","US","Kalawao County"
"Kalkaska","MI","US","Kalkaska County"
"Kanabec","MN","US","Kanabec County"
"Kanawha","WV","US","Kanawha County"
"Kandiyohi","MN","US","Kandiyohi County"
"Kane","IL","US","Kane County"
"Kane","UT","US","Kane County"
"Kankakee","IL","US","Kankakee County"
"Karnes","TX","US","Karnes County"
"Kauai","HI","US","Kauai County"
"Kaufman","TX","US","Kaufman County"
"Kay","OK","US","Kay County"
"Kearney","NE","US","Kearney County"
"Kearny","KS","US","Kearny County"
"Keith","NE","US","Keith County"
"Kemper","MS","US","Kemper County"
"Kenai Peninsula","AK","US","Kenai Peninsula Borough"
"Kendall","IL","US","Kendall County"
"Kendall","TX","US","Kendall County"
